,Product,Rating,Text,Date,Country,ASIN,Stars,Vader Sentiment,Length,Number of Words,Grammar Matches
2971,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Guter Ton, handlich","August 17, 2022",Germany,B09LCVHCVX,5,0.0,19,3,2
2972,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Ottimo prodotto a un prezzo contenuto e molto comodo da usare,"July 23, 2022",Italy,B09LCVHCVX,5,0.0,61,11,9
2973,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Calidad y precio,"July 31, 2022",Spain,B09LCVHCVX,5,0.0,16,3,2
2974,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Après une première expérience avec des écouteurs sans-fils à moins de 20 euros et dysfonctionnels sur iPhone (déconnections permanentes, sensibilité au vent...), ceux-ci fonctionnent parfaitement.","June 27, 2022",France,B09LCVHCVX,5,0.0,196,25,18
2975,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Ottimo rapporto qualità prezzo si sente bene unico neo è la troppa sensibilità per rispondere ad una telefonata a volte si rischia di chiuderla subito,"April 30, 2022",Italy,B09LCVHCVX,5,0.0,150,25,20
2976,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Ich habe die Kopfhörer für meine Tochter bestellt. Sie passen sehr gut. Die Qualität ist toll. Meine Tochter liebt sie. Und der Preis passt.,"July 30, 2022",Germany,B09LCVHCVX,5,-0.8316,140,24,20
2977,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"Super écouteurs, très sympa bon son .En plus agréable à la réception d’avoir un emballage très soigné, je recommande","June 30, 2022",France,B09LCVHCVX,4,0.5994,116,19,13
2978,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"J'ai acheté 2 paires pour le travail.Dans l'ensemble, ils sont pratiques, simples et efficaces.En revanche, l'une des 2 paires a un problème de connexion, c'est a dire que je ne peux écouter qu'avec l'écouteur droit. Le gauche fonctionne lorsque l'on presse le cercle tactile avec une petite musicalité disant qu'il se passe quelque chose mais toujours pas de son dans l'écouteur gauche et pas d'aide pour régler ce problème. Biensur la date de renvoi est dépassée...Que puis-je faire ?D'ailleurs si quelqu'un peut m'aider, c'est avec plaisir !","May 2, 2022",France 🇫🇷,B09LCVHCVX,5,-0.5093,544,87,60
2979,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,Für den Preis sehr gute Kopfhörer. Reicht mir vollkommen. ABER: Sie sind nur mit einem Gerät koppelbar. iPhone hat funktioniert - jedoch nicht noch zusätzlich mit meiner Garmin Smartwatch. Auch eine Supportanleitung löste dasProblem nicht. Werde sie daher leider zurück senden müssen. Preis ist halt leider nicht alles,"May 8, 2022",Germany 🇩🇪,B09LCVHCVX,1,0.0,318,48,41
2980,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,Arrivate nei tempi stabiliti. Buona durata e qualità di ascolto. Nessun problema con telefoni Samsung.Prodotto cosigliato,"July 19, 2022",Italy 🇮🇹,B09LCVHCVX,3,0.0,121,16,14
2981,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Buone cuffie. Per il prezzo buono il suono in uscita e in entrata. Un pochino lenti i comandi di risposta. Se non avete standard alti vanno più che bene,"April 20, 2022",Italy 🇮🇹,B09LCVHCVX,4,0.0,152,29,19
2982,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I really like these earbuds. Way better than the gummy ones that are constantly slipping out of my ears when I'm out and about. I wouldn't say they're 100% noise cancelling but they certainly muffle things a bit and they last a decent time off charge.,"June 19, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.6753,251,46,3
2983,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,Je suis très satisfait de ces écouteurs tant au niveau de la qualité du son que du confort de les porter,"July 1, 2022",France 🇫🇷,B09LCVHCVX,4,0.0,104,21,14
2984,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Très agréable à l'oreille très bon son je suis très content,"July 18, 2022",France 🇫🇷,B09LCVHCVX,5,0.0,59,11,8
2985,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,..alles ist super..klang..Bedienung..sehr leicht..100% Weiterempfehlung..,"August 14, 2022",Germany 🇩🇪,B09LCVHCVX,5,0.0,73,5,13
2986,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Bought these as I’ve started going to the gym and needed something wireless and something that wasn’t going to break the balance as well.They arrived pretty quickly, but upon trying them out I’ve noticed the right one crackles and pops when the music is on. But it’s still useable and still gets me through an hours workout everytime! So the pros outweigh the cons!","May 3, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.3987,365,64,3
2987,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Prodotto eccellente ! Soprattutto a ottimo prezzo,"July 26, 2022",Italy 🇮🇹,B09LCVHCVX,5,0.0,49,7,6
2988,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Habe sie mir eigentlich nur für den Urlaub gekauft, daher wollte ich nicht viel ausgeben. Bin aber sehr zufrieden mit den Kopfhörer und würde sie wieder kaufen","July 26, 2022",Germany 🇩🇪,B09LCVHCVX,5,0.0,159,27,24
2989,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,"Ich habe mir die Kopfhörer ohne große Erwartungen gekauft, da ich die letzten Male immer günstige Kopfhörer gekauft habe, die qualitativ leider dem geringen Preis entsprachen.Diese Kopfhörer übertreffen bisher alles, das Preis-Leistungs-Verhältnis ist top. Die Kopfhörer tragen sich angenehm, auch in meinen kleinen Ohren.Die Tonqualität ist wirklich in Ordnung und die Bluetooth Verbindung hält sehr gut.","July 1, 2022",Germany 🇩🇪,B09LCVHCVX,1,-0.9623,405,56,47
2990,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Muy buenos auriculares. Se oyen muy bien, se ajustan bien y tienen buen diseño.","July 19, 2022",Spain 🇪🇸,B09LCVHCVX,5,0.0,79,14,12
2991,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Durante la telefonata, l'altra persona lamenta che non si sente molto bene...","May 17, 2022",Italy 🇮🇹,B09LCVHCVX,5,0.0,77,12,7
2992,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Para deporte no me sirven porque se caen de las orejas.,"September 10, 2022",Spain 🇪🇸,B09LCVHCVX,5,-0.296,55,11,7
2993,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"Très satisfait de mon achat pour ma fille , les écouteurs fonctionnent très bienJe conseil ce produit","July 3, 2022",France 🇫🇷,B09LCVHCVX,4,0.0,101,17,14
2994,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,Pour le travail et c’est top sa résiste à l’eau,"July 18, 2022",France 🇫🇷,B09LCVHCVX,3,0.2023,47,10,4
2995,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"La calidad de sonido es bastante buena se conecta bastante bien a mi iPhone 12, en las llamadas también se escucha muy bien la verdad que por el precio están genial y la calidad merece mucho la pena comprarlos. No puedo adjuntar foto físico porque no les tengo ahora mismo.","June 5, 2022",Spain 🇪🇸,B09LCVHCVX,5,-0.1531,273,50,36
2996,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I upgraded from the previous version as one earbud failed, but so far I am very pleased.The shape of the earbuds hasn't changed and suits my ears. The sound quality is very good. I use them mainly for listening to Audible and I wouldn't be without them now.Good value for money too.","June 15, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.1495,282,52,2
2997,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Ottima risoluzione del suono, molto pratici con la sua custodia con coperchio magnetico e comodi nell'orecchio. Buona qualità prezzo","July 14, 2022",Italy 🇮🇹,B09LCVHCVX,5,0.0,132,19,15
2998,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Mein Kind hat sich Bluetooth Kopfhörer gewünscht und die Wahl ist auf diese Kopfhörer gefallen. Mein Kind ist happy damit, ich allerdings finde den Klang nur okay. Der Bass könnte etwas besser sein. Mir tun die Kopfhörer nach einiger Zeit in den Ohren weh, allerdings sind meine Ohrmuscheln sehr klein. Das Problem habe ich mit normalen Kopfhörern auch.Mein Kind findet die Bedingung super. Einfach nur auf den Kopfhörer tippen und schon kann man die Lautstärke ändern oder Anrufe annehmen.  Sie halten auch recht lang, sodass man lange Musik hören kann.Für den Preis finde ich die Kopfhörer ganz okay.","July 29, 2022",Germany 🇩🇪,B09LCVHCVX,5,-0.3818,602,98,75
2999,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,Preis Leistung ist bestens. Würde sie jederzeit wieder kaufen.,"August 11, 2022",Germany 🇩🇪,B09LCVHCVX,1,0.0,62,9,9
3000,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",3.0 out of 5 stars,Da meine Kopfhörer kaputt waren mussten neue her und da guckte ich hier und fand diese Kopfhörer. Erst war ich skeptisch ob sie gut sind aber dann sind sie einen Tag später angekommen und ich wurde so überrascht. Meiner Meinung nach sind sie genauso gut wie die hochwertigen Marken Kopfhörer. Der Akku hält auch sehr lange. Absolute Kaufempfehlung!,"July 1, 2022",Germany 🇩🇪,B09LCVHCVX,3,-0.8439,348,58,48
3001,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Parfait je recommande,"July 27, 2022",France 🇫🇷,B09LCVHCVX,5,0.0,21,3,2
3002,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Ich bin sehr begeistern von den Bluetooth Kopfhörer. Preislich kann man da nichts falsch machen für diese Klasse Qualität sowohl die Tonqualität als auch die Bassqualität.Ich bin sehr zufrieden mit meinem Einkauf.Liebe Grüße.,"July 22, 2022",Germany 🇩🇪,B09LCVHCVX,5,-0.8316,225,33,28
3003,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Schnelle Lieferung, toller Sound und unkomplizierte Inbetriebnahme.","August 13, 2022",Germany 🇩🇪,B09LCVHCVX,5,0.0,67,7,6
3004,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Very good sound and very good value for the money would recommend if thinking of buying these earbuds sound is brilliant and the life on them after charge is brilliant last ages,"July 14, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.9593,177,32,0
3005,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Sehr viel günstiger als meine original Air Pods, Qualität gleichwertig","August 10, 2022",Germany 🇩🇪,B09LCVHCVX,5,0.3182,70,10,8
3006,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Ich war erst sehr skeptisch, für diesen Preis Kopfhörer mit guter Klangqualität zu erhalten. Ich bin wirklich positiv überrascht, von der guten Klangleistung. Die Bluetooth Verbindung kann problemlos eingerichtet werden, sind sie einmal mit einem Gerät verbunden braucht man sie nur noch aus dem Ladebehälter entnehmen und sie verbinden sich automatisch wieder. Klasse 👍🏻","April 24, 2022",Germany 🇩🇪,B09LCVHCVX,5,-0.8316,371,54,48
3007,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Bought as a much cheaper alternative to Apple’s headphones.  Honestly, they look like them, sound like them, and charge like them. Connected instantly to Bluetooth. Impressive for the price.  Recommended.","July 16, 2022",United Kingdom 🇬🇧,B09LCVHCVX,5,0.9274,204,30,0
3008,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Bought for my 8 year old daughter and she loves them - AirPods were too expensive but these look the part, great sound for the money, would highly recommend 👍","July 15, 2022",United Kingdom,B09LCVHCVX,5,0.9134,158,30,3
3009,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,The sound quality is great for the price.,"August 12, 2022",Germany,B09LCVHCVX,1,0.6249,41,8,0
