,Product,Rating,Text,Date,Country,ASIN,Stars,Vader Sentiment
2202,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I am not paid to write reviews or anything. And if you check my account I don't write that many reviews. But this device has made my life easier. First, I love that I can set one alarm once, and I have to tell alexa to turn it off which helps me get out of bed because it wakes me up more than swiping the alarm off on my phone. I've been trying to wake up early and right away everyday. With my phone I always put it back down and went back to sleep. But with Alexa I must speak.2) I love that you can do it all literally even when your not near the device. Make shopping lists, grocery lists, schedules, etc. You don't have to remember any of it or write it down. Just say Alexa show me shopping list or schedule, etc. Alexa tells you what's on there. If you are not near your device you can access all of this on the app on your phone.3) I don't have any smart devices connected with it so I won't comment on how that works.4) You can have alexa start and end your day the way you want and on a happy note, by playing sounds, reading news ,etc. It works really well and helps get my day going.5) You can play music on there and its really loud and good quality which is surprising. I have been looking for a good speaker to play loud and good quality music. Bose is too expensive, beats suck, and I even bought a big one for $400, and its loud but the quality sucks. But this little speaker is loud and has good quality. For the price is sounds like a small Bose one.6) It feels sturdy and strong, not cheap and looks very nice on a desk. It will help you get your life together. Give it a try, and you won't be disappointed.","December 28, 2019",United States 🇺🇸,B07FZ8S74R,4,0.9884
2203,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Dislike: Hassle in hooking up.  Why, for instance, did I need my cell phone to download APP (if indeed I did). Seems to me I could just have used computer. What happens if I don't have a cell phone, or it gets lost/destroyed or just discontinue service?Like: Generally it plays music I ask for, however it chooses which tunes/melodies in that genre.Comment: I haven't explored its full potential (and likely never will). I have a Google Nest-Mini also on another level of my house. It seems to play whatever it wants after first offering and is rife with commercials. Alexa is MUCH more user friendly so far. No idea what ""Alexa Integration"" means.","January 14, 2022",United States 🇺🇸,B07FZ8S74R,5,0.4215
2204,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Easy to install. Alexa talks sporadically without warning. She is not as intelligent as Google.,"September 20, 2022",United States 🇺🇸,B07FZ8S74R,5,0.3519
2205,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"This is the third Echo Dot I've added to my home. I mainly use them to control my lights around the house but I also have some smart sockets I'm trying to find a purpose for. Very convenient, great price point, great product.","June 15, 2022",United States 🇺🇸,B07FZ8S74R,4,0.9564
2206,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",3.0 out of 5 stars,"With bedbound hubby we have these in every room and he can communicate with me. Also he can listen to music, news, and with voice commands have a far longer reach than his bed allows.","June 26, 2022",United States 🇺🇸,B07FZ8S74R,3,0.0258
2207,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,I enjoy my Alexa .However I purchased the deal one were me as a prime member buy one get one free when they had that promotion is when i made the purchase.....Follow me in this...i only received one.....i called them on it they explained to me that yes I got the deal...the other should be on the way the next day ...cool...SO I proceed to purchased another order the next day thinking I could get the same deal but I couldn't it had ended ( the deal on the next day....ok.anx I as a member can't purchased the deal 2x ok....fine however I still made a REGULAR purchase with out the deal ..So people ...tell me how many am I to have at this point 2 or 3???????????I say 3 ....i get 2 with the deal buy one get one free as a prime member...Then i purchased another outside of the deal....3...Well to call and be told yes I got the deal but they will be refunding me my money for my second purchased  because they didn't send me my free on with the first....however if I wont  a 3rd I would have to make another order with refunded or credit one they give ...huh....i still at this point paid for 2 but only have 2 instead of 3 because i didn't get the free one with the first order as a pdime member.....what did I miss....i should have 3.  2 from the deal and one other purchase I made that wasn't a deal.....so they won't to refund me my order for the first one  then I repurchase it for a third.....huh i should still have three with outh a refund which is not what I asked for........some one else please explain....,"October 6, 2020",United States 🇺🇸,B07FZ8S74R,5,0.9839
2208,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Love the Alexa Dot.,"July 26, 2022",United States 🇺🇸,B07FZ8S74R,5,0.6369
2209,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,All of the above ........,"July 24, 2022",United States 🇺🇸,B07FZ8S74R,4,0.0
2210,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"I love my Echo Dot, she does everything I say lol. I haven't had any problems cuz she's always on it. Sets my alarms, plays Mary J's good morning gorgeous song in the morning and helps my kids with school work....lhh. When company comes over she plays everything I love from my 90's R&B to all my favorite rap artist. I keep one in my bedroom and one in my kitchen but when I'm apeaking to one sometimes the other will hear me although they are far apart from each other which is good. This is a great gift to give people, they will absolutely love it. 💯","March 23, 2022",United States 🇺🇸,B07FZ8S74R,1,0.9878
2211,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Our new Amazon Echo is a great addition to our home! My husband is always using it for work, and my kids absolutely love using it after school! Our lives have been made just a bit easier. The mute button gives us ease of mind as well. We ask Alexa all sorts of questions, and there has yet to be a question she couldn't answer. We highly recommend having one in the house!","May 6, 2022",United States 🇺🇸,B07FZ8S74R,5,0.9655
2212,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,I like that it was easy to set up and the sound quality is very good.,"May 23, 2022",United States 🇺🇸,B07FZ8S74R,5,0.8221
2213,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Was unable to get the system to turn on and off lights, tv, etc.","May 17, 2022",United States 🇺🇸,B07FZ8S74R,5,0.0
2214,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Very convenient only used for a lamp right now. Will be connected to other things soon,"July 17, 2022",United States 🇺🇸,B07FZ8S74R,4,0.0
2215,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Good speaker.,"July 28, 2022",United States 🇺🇸,B07FZ8S74R,4,0.4404
2216,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Muy importante para controlar el consumo energético y muchas cosas mas,"August 3, 2022",United States 🇺🇸,B07FZ8S74R,5,0.0
2217,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Sound quality could be way better,"July 22, 2022",United States 🇺🇸,B07FZ8S74R,5,0.4404
2218,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,For music.Love my two Alexa’s,"July 24, 2022",United States 🇺🇸,B07FZ8S74R,5,0.0
2219,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Alerts for our security,"July 27, 2022",United States 🇺🇸,B07FZ8S74R,4,0.34
2220,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"I love listening to music the sound is great but after listening for a while and I want to listening to something else, before that the device will stop and say that there was no activity, well I was listening to music what more activity is wanted? I feel at times I'm having a debate with the device. Everything is a ""buy"" this to get that.","August 19, 2022",United States 🇺🇸,B07FZ8S74R,1,0.3919
2221,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,A lot of good use,"July 23, 2022",United States 🇺🇸,B07FZ8S74R,5,0.4404
2222,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",3.0 out of 5 stars,"Super-easy to set up.  Takes about five minutes.  Voice recognition is good.  Sometimes Alexa doesn't understand certain phrases unless you say them in the right order.  I have it hooked up to my Sirius XM, but you have to say both the Sirus channel and SiriusXM in just the right order for Alexa to recognize it.  Hopefully, it will ""learn"" to understand phrases better through use.  What really irritates me is that I added a smart plug, but you cannot set up things like having the plug turn on and off at a certain time simply by using Alexa's voice command.  You have to go through some rather cumbersome steps on the Alexa app to do this.  You should be able to say, ""Alexa.  Set timer on plug""  but she doesn't understand!  If she announces something on your calendar and you don't hear it and you say, ""Alexa. Repeat what you said"" or something like that. She can't do it.  So there are still some basic voice commands that need improving.February 2020I'm adding to my previous review because now I own three Echo Dots, one is the version with the digital clock.  Once you've hooked up one Echo, adding additional ones are even easier.  The single disappointment is that they do not all work together -- and I have no idea why this can't be an option.  There are only two things you appear to be able to do where they all work at once:  You can use them as an intercom to record and play an announcement.  You can select Amazon music to play on all of them (however, you MUST make this selection on the Alexa app.  You can't do this with a voice command!)  I would like to hear my calendar, reminders, alarms, etc on all of them at the same time.  Apparently, that is not possible.","January 4, 2020",United States 🇺🇸,B07FZ8S74R,3,0.9563
